pincode,statename,district,latitude,longitude,track_count,max_wind,decay_score,track_norm,wind_norm,decay_norm,cyclone_score,risk_level,cyclone_explanation
311025,RAJASTHAN,BHILWARA,25.2128885,74.68715850000001,17,37.0,0.0241384400655753,2.891156462585034,24.666666666666668,0.4661667485697,9.91,Very Low,"Minimal cyclone history within 200 km. Only 17 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311026,RAJASTHAN,BHILWARA,25.572417,74.45726400000001,24,37.0,0.0313643771521448,4.081632653061225,24.666666666666668,0.6057156004368611,10.42,Very Low,"Minimal cyclone history within 200 km. Only 24 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311030,RAJASTHAN,BHILWARA,25.7422545,74.710815,23,30.0,0.1684408572753445,3.91156462585034,20.0,3.252966080203439,9.38,Very Low,"Minimal cyclone history within 200 km. Only 23 storm track points recorded nearby, with peak winds of 30 knots. This area is largely sheltered from tropical cyclone paths."
311201,RAJASTHAN,BHILWARA,25.623839,75.300394,19,27.0,0.0283406033800346,3.2312925170068025,18.0,0.5473198307050294,7.73,Very Low,"Minimal cyclone history within 200 km. Only 19 storm track points recorded nearby, with peak winds of 27 knots. This area is largely sheltered from tropical cyclone paths."
311202,RAJASTHAN,BHILWARA,25.565274,75.126861,18,30.0,0.0291319972915774,3.061224489795918,20.0,0.5626034002140586,8.37,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 30 knots. This area is largely sheltered from tropical cyclone paths."
311203,RAJASTHAN,BHILWARA,25.4950495,75.2508164,20,30.0,0.027779130403421,3.401360544217687,20.0,0.5364765437649185,8.49,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 30 knots. This area is largely sheltered from tropical cyclone paths."
311204,RAJASTHAN,BHILWARA,25.827817,74.426998,22,37.0,0.0337248881356829,3.741496598639456,24.666666666666668,0.6513022964772708,10.29,Very Low,"Minimal cyclone history within 200 km. Only 22 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311301,RAJASTHAN,BHILWARA,25.72,74.304142,29,37.0,0.0328899465748861,4.931972789115647,24.666666666666668,0.6351777253954204,10.76,Very Low,"Minimal cyclone history within 200 km. Only 29 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311302,RAJASTHAN,BHILWARA,25.83385955,74.33392549999999,26,37.0,0.0325618815273935,4.421768707482993,24.666666666666668,0.6288420626063773,10.56,Very Low,"Minimal cyclone history within 200 km. Only 26 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311401,RAJASTHAN,BHILWARA,25.50633299,74.712079,21,37.0,0.0348776003327879,3.571428571428572,24.666666666666668,0.6735637224642543,10.23,Very Low,"Minimal cyclone history within 200 km. Only 21 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311402,RAJASTHAN,BHILWARA,25.3511007,74.39656455,26,45.0,0.030070465436603,4.421768707482993,30.0,0.5807272989670174,12.41,Very Low,"Minimal cyclone history within 200 km. Only 26 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
311403,RAJASTHAN,BHILWARA,25.435707,74.498237,22,37.0,0.0277102285108385,3.741496598639456,24.666666666666668,0.5351458955893014,10.26,Very Low,"Minimal cyclone history within 200 km. Only 22 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311404,RAJASTHAN,BHILWARA,25.609655,74.9094456,17,30.0,0.0491204566163078,2.891156462585034,20.0,0.94862482773853,8.39,Very Low,"Minimal cyclone history within 200 km. Only 17 storm track points recorded nearby, with peak winds of 30 knots. This area is largely sheltered from tropical cyclone paths."
311407,RAJASTHAN,BHILWARA,25.79444,74.961270335,22,30.0,0.0906954396286023,3.741496598639456,20.0,1.751529845628298,8.93,Very Low,"Minimal cyclone history within 200 km. Only 22 storm track points recorded nearby, with peak winds of 30 knots. This area is largely sheltered from tropical cyclone paths."
311408,RAJASTHAN,BHILWARA,25.598336,74.77017,23,37.0,0.0562228317514894,3.91156462585034,24.666666666666668,1.085787424612868,10.47,Very Low,"Minimal cyclone history within 200 km. Only 23 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311601,RAJASTHAN,BHILWARA,25.2600556,74.9851598,21,37.0,0.0268915177722931,3.571428571428572,24.666666666666668,0.5193347776392606,10.19,Very Low,"Minimal cyclone history within 200 km. Only 21 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311602,RAJASTHAN,BHILWARA,25.157293,75.2683178,25,30.0,0.0312868453864398,4.2517006802721085,20.0,0.604218290294558,8.85,Very Low,"Minimal cyclone history within 200 km. Only 25 storm track points recorded nearby, with peak winds of 30 knots. This area is largely sheltered from tropical cyclone paths."
311603,RAJASTHAN,BHILWARA,25.409385,74.927616,18,37.0,0.0273747497412723,3.061224489795918,24.666666666666668,0.5286670574043157,9.99,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311604,RAJASTHAN,BHILWARA,25.2049412,75.07687250000001,24,37.0,0.0292676694626782,4.081632653061225,24.666666666666668,0.565223530375811,10.41,Very Low,"Minimal cyclone history within 200 km. Only 24 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
311605,RAJASTHAN,BHILWARA,25.404106,75.151649,21,30.0,0.0276027601909588,3.571428571428572,20.0,0.5330704442711356,8.56,Very Low,"Minimal cyclone history within 200 km. Only 21 storm track points recorded nearby, with peak winds of 30 knots. This area is largely sheltered from tropical cyclone paths."
311606,RAJASTHAN,BHILWARA,25.288533,75.3003919,25,30.0,0.0308053529360575,4.2517006802721085,20.0,0.59491960448695,8.85,Very Low,"Minimal cyclone history within 200 km. Only 25 storm track points recorded nearby, with peak winds of 30 knots. This area is largely sheltered from tropical cyclone paths."
311801,RAJASTHAN,BHILWARA,25.249276,74.29568,25,45.0,0.0315118856559582,4.2517006802721085,30.0,0.6085643164028589,12.35,Very Low,"Minimal cyclone history within 200 km. Only 25 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
311802,RAJASTHAN,BHILWARA,25.260032,74.487919,18,45.0,0.0250952405657347,3.061224489795918,30.0,0.4846446857096929,11.85,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
311803,RAJASTHAN,BHILWARA,25.41168,74.130142,31,45.0,0.0355854171195673,5.272108843537415,30.0,0.6872332325560266,12.78,Very Low,"Minimal cyclone history within 200 km. Only 31 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
311804,RAJASTHAN,BHILWARA,25.529966,74.19253,31,45.0,0.0338798861445683,5.272108843537415,30.0,0.6542956513767829,12.77,Very Low,"Minimal cyclone history within 200 km. Only 31 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
311805,RAJASTHAN,BHILWARA,25.304861,74.158541,28,45.0,0.0349850125107002,4.761904761904762,30.0,0.6756380895566659,12.57,Very Low,"Minimal cyclone history within 200 km. Only 28 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
311806,RAJASTHAN,BHILWARA,25.151023,74.21950749999999,25,45.0,0.0353945780375783,4.2517006802721085,30.0,0.6835477071405829,12.37,Very Low,"Minimal cyclone history within 200 km. Only 25 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312001,RAJASTHAN,CHITTORGARH,24.887631,74.6225,20,45.0,0.0360961617626351,3.401360544217687,30.0,0.697096843003161,12.03,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312021,RAJASTHAN,CHITTORGARH,24.9211111,74.6280556,21,45.0,0.0350496860219276,3.571428571428572,30.0,0.6768870783217059,12.1,Very Low,"Minimal cyclone history within 200 km. Only 21 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312022,RAJASTHAN,CHITTORGARH,24.991854,74.79807,20,45.0,0.0325065987605847,3.401360544217687,30.0,0.627774429918219,12.02,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312023,RAJASTHAN,CHITTORGARH,24.978376,75.058379,24,37.0,0.0350479893804537,4.081632653061225,24.666666666666668,0.6768543124164833,10.44,Very Low,"Minimal cyclone history within 200 km. Only 24 storm track points recorded nearby, with peak winds of 37 knots. This area is largely sheltered from tropical cyclone paths."
312024,RAJASTHAN,CHITTORGARH,24.698056,74.35496105,15,45.0,0.0392151409374395,2.5510204081632653,30.0,0.7573312399577805,11.71,Very Low,"Minimal cyclone history within 200 km. Only 15 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312025,RAJASTHAN,CHITTORGARH,24.8563275,74.620256,20,45.0,0.0378618615502317,3.401360544217687,30.0,0.7311964172381992,12.04,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312027,RAJASTHAN,CHITTORGARH,24.640763,74.4188535,18,45.0,0.0428289031944536,3.061224489795918,30.0,0.8271209942616897,11.93,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312201,RAJASTHAN,CHITTORGARH,24.84705185,74.47916000000001,17,45.0,0.0345560503711557,2.891156462585034,30.0,0.667353880415243,11.82,Very Low,"Minimal cyclone history within 200 km. Only 17 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312202,RAJASTHAN,CHITTORGARH,24.8845,74.32673,16,45.0,0.0344431841652116,2.7210884353741496,30.0,0.6651741839599036,11.75,Very Low,"Minimal cyclone history within 200 km. Only 16 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312203,RAJASTHAN,CHITTORGARH,25.0610833,74.388256,19,45.0,0.0301206115654154,3.2312925170068025,30.0,0.5816957317969073,11.94,Very Low,"Minimal cyclone history within 200 km. Only 19 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312204,RAJASTHAN,CHITTORGARH,24.833925,74.2108611,17,45.0,0.0407218636384106,2.891156462585034,30.0,0.7864293929701426,11.85,Very Low,"Minimal cyclone history within 200 km. Only 17 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312205,RAJASTHAN,CHITTORGARH,24.768913,74.195187,17,45.0,0.0435313766440036,2.891156462585034,30.0,0.8406873126751269,11.87,Very Low,"Minimal cyclone history within 200 km. Only 17 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312206,RAJASTHAN,CHITTORGARH,25.148959,74.4466945,18,45.0,0.0269050923273458,3.061224489795918,30.0,0.519596932367364,11.85,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312207,RAJASTHAN,CHITTORGARH,24.937612,74.479065,18,45.0,0.0320136275814453,3.061224489795918,30.0,0.6182540644309003,11.88,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312401,RAJASTHAN,CHITTORGARH,24.3485,74.4233265,18,45.0,0.0559925838137121,3.061224489795918,30.0,1.0813408268945854,11.99,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312402,RAJASTHAN,CHITTORGARH,24.5070833,74.3313889,18,45.0,0.0490642031242898,3.061224489795918,30.0,0.9475384481962528,11.96,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312403,RAJASTHAN,CHITTORGARH,24.40637205,74.488463,18,45.0,0.0520133972699976,3.061224489795918,30.0,1.0044939201352228,11.98,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312404,RAJASTHAN,CHITTORGARH,24.4599755,74.407126,18,45.0,0.0500269780233204,3.061224489795918,30.0,0.9661317642127952,11.97,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312601,RAJASTHAN,CHITTORGARH,24.6177145,74.700102,20,45.0,0.0751213492618114,3.401360544217687,30.0,1.4507596612876976,12.22,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312602,RAJASTHAN,CHITTORGARH,24.6821667,74.506777,17,45.0,0.0421676689133929,2.891156462585034,30.0,0.8143510955438157,11.86,Very Low,"Minimal cyclone history within 200 km. Only 17 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312603,RAJASTHAN,CHITTORGARH,24.5702715,74.455494,17,45.0,0.0451831069766574,2.891156462585034,30.0,0.8725858842727705,11.87,Very Low,"Minimal cyclone history within 200 km. Only 17 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312604,RAJASTHAN,PRATAPGARH,24.3959755,74.7226525,20,45.0,0.0691767727140644,3.401360544217687,30.0,1.3359567198648603,12.19,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312605,RAJASTHAN,PRATAPGARH,24.0289905,74.77891564999999,21,45.0,0.086706828766937,3.571428571428572,30.0,1.6745009344127788,12.35,Very Low,"Minimal cyclone history within 200 km. Only 21 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312606,RAJASTHAN,CHITTORGARH,24.6986586,74.90415279999999,22,45.0,0.1302293634134334,3.741496598639456,30.0,2.515017488529458,12.63,Very Low,"Minimal cyclone history within 200 km. Only 22 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312612,RAJASTHAN,CHITTORGARH,24.811262,74.637115,20,45.0,0.0415315743546409,3.401360544217687,30.0,0.8020667005526414,12.06,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312613,RAJASTHAN,CHITTORGARH,24.7560833,74.5799167,20,45.0,0.042776131586477,3.401360544217687,30.0,0.8261018576132401,12.07,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312614,RAJASTHAN,CHITTORGARH,24.5340556,74.564724,18,45.0,0.0518124947589321,3.061224489795918,30.0,1.0006140476120422,11.97,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312615,RAJASTHAN,PRATAPGARH,23.8732715,74.808526,19,45.0,0.0767595691798807,3.2312925170068025,30.0,1.4823973168517623,12.16,Very Low,"Minimal cyclone history within 200 km. Only 19 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312616,RAJASTHAN,PRATAPGARH,24.153273,74.741964,20,45.0,0.0674269284082575,3.401360544217687,30.0,1.3021633501058711,12.19,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312617,RAJASTHAN,CHITTORGARH,25.1131667,72.8190278,43,50.0,0.1309544213930774,7.312925170068027,33.333333333333336,2.5290199642477296,15.22,Low,"Limited cyclone activity in the surrounding region. 43 track points within 200 km, with maximum recorded winds of 50 knots. Occasional exposure to weakening systems is possible."
312619,RAJASTHAN,PRATAPGARH,23.695802,74.833167,20,50.0,0.0479149475315168,3.401360544217687,33.333333333333336,0.9253437768959082,13.26,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
312620,RAJASTHAN,CHITTORGARH,24.704672,74.704628,21,45.0,0.0616696489279252,3.571428571428572,30.0,1.1909775299508607,12.23,Very Low,"Minimal cyclone history within 200 km. Only 21 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312622,RAJASTHAN,CHITTORGARH,24.756,74.6062778,20,45.0,0.0441645184734706,3.401360544217687,30.0,0.8529146839229923,12.07,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312623,RAJASTHAN,PRATAPGARH,24.420238,74.75748999999999,21,45.0,0.0816362907837776,3.571428571428572,30.0,1.576577613821754,12.32,Very Low,"Minimal cyclone history within 200 km. Only 21 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312624,RAJASTHAN,PRATAPGARH,23.8040325,74.597876,18,50.0,0.0562687264802879,3.061224489795918,33.333333333333336,1.0866737534908888,13.16,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
312625,RAJASTHAN,PRATAPGARH,24.0858395,74.366112,18,50.0,0.1088926822499651,3.061224489795918,33.333333333333336,2.102958910749721,13.42,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
312626,RAJASTHAN,PRATAPGARH,23.952921,74.435034,18,50.0,0.0926645745133594,3.061224489795918,33.333333333333336,1.7895582022341374,13.34,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
312627,RAJASTHAN,CHITTORGARH,25.11659,74.5915,19,45.0,0.0272489225643307,3.2312925170068025,30.0,0.5262370558881774,11.92,Very Low,"Minimal cyclone history within 200 km. Only 19 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312628,RAJASTHAN,CHITTORGARH,24.038991,74.658552,19,45.0,0.0642378941553426,3.2312925170068025,30.0,1.24057603440858,12.1,Very Low,"Minimal cyclone history within 200 km. Only 19 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312629,RAJASTHAN,CHITTORGARH,23.918674,74.708791,20,45.0,0.0654819839972259,3.401360544217687,30.0,1.2646021651338384,12.18,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
312901,RAJASTHAN,CHITTORGARH,25.0438898,74.6001315,19,45.0,0.0289953232242927,3.2312925170068025,30.0,0.5599639212176191,11.93,Very Low,"Minimal cyclone history within 200 km. Only 19 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313001,RAJASTHAN,UDAIPUR,24.5822222,73.6983333,32,50.0,0.1943125336247184,5.442176870748299,33.333333333333336,3.7526054608374513,14.78,Very Low,"Minimal cyclone history within 200 km. Only 32 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313002,RAJASTHAN,UDAIPUR,24.56725,73.7262778,29,50.0,0.1579109480626291,4.931972789115647,33.333333333333336,3.049610207699229,14.4,Very Low,"Minimal cyclone history within 200 km. Only 29 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313003,RAJASTHAN,UDAIPUR,24.555,73.79499999999999,25,50.0,0.1139695357829595,4.2517006802721085,33.333333333333336,2.201004198598118,13.92,Very Low,"Minimal cyclone history within 200 km. Only 25 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313004,RAJASTHAN,UDAIPUR,24.5915278,73.6918611,32,50.0,0.2075530677544582,5.442176870748299,33.333333333333336,4.008309505001824,14.85,Very Low,"Minimal cyclone history within 200 km. Only 32 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313011,RAJASTHAN,UDAIPUR,24.67,73.64,37,50.0,0.3249194503656253,6.292517006802721,33.333333333333336,6.274914340467651,15.75,Low,"Limited cyclone activity in the surrounding region. 37 track points within 200 km, with maximum recorded winds of 50 knots. Occasional exposure to weakening systems is possible."
313022,RAJASTHAN,UDAIPUR,24.6226528,73.9,23,50.0,0.0846178429202168,3.91156462585034,33.333333333333336,1.6341579902404066,13.64,Very Low,"Minimal cyclone history within 200 km. Only 23 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313024,RAJASTHAN,UDAIPUR,24.5993611,73.82,26,50.0,0.1077973373378522,4.421768707482993,33.333333333333336,2.0818053741145914,13.96,Very Low,"Minimal cyclone history within 200 km. Only 26 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313026,RAJASTHAN,UDAIPUR,24.015,73.905,19,50.0,0.1525749482944762,3.2312925170068025,33.333333333333336,2.9465602319952917,13.7,Very Low,"Minimal cyclone history within 200 km. Only 19 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313027,RAJASTHAN,UDAIPUR,24.16,74.04,18,50.0,0.1495036061751878,3.061224489795918,33.333333333333336,2.887245812107168,13.61,Very Low,"Minimal cyclone history within 200 km. Only 18 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313031,RAJASTHAN,UDAIPUR,24.5166389,73.62,32,50.0,0.2399242867827631,5.442176870748299,33.333333333333336,4.633469452399725,15.0,Low,"Limited cyclone activity in the surrounding region. 32 track points within 200 km, with maximum recorded winds of 50 knots. Occasional exposure to weakening systems is possible."
313038,RAJASTHAN,UDAIPUR,24.03,74.10558335,19,50.0,1.2498878081511933,3.2312925170068025,33.333333333333336,24.13810229740972,18.99,Low,"Limited cyclone activity in the surrounding region. 19 track points within 200 km, with maximum recorded winds of 50 knots. Occasional exposure to weakening systems is possible."
313201,RAJASTHAN,UDAIPUR,24.72,73.8478889,27,50.0,0.1046087955466969,4.591836734693878,33.333333333333336,2.0202275689447684,14.01,Very Low,"Minimal cyclone history within 200 km. Only 27 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313202,RAJASTHAN,RAJSAMAND,24.76,73.7499167,34,50.0,0.164171221848546,5.782312925170068,33.333333333333336,3.1705099621162067,14.77,Very Low,"Minimal cyclone history within 200 km. Only 34 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313203,RAJASTHAN,UDAIPUR,24.79,73.98,25,50.0,0.071213459101644,4.2517006802721085,33.333333333333336,1.3752896456286996,13.71,Very Low,"Minimal cyclone history within 200 km. Only 25 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313204,RAJASTHAN,UDAIPUR,24.825,73.86994445,30,50.0,0.1123083833536374,5.1020408163265305,33.333333333333336,2.168923665442204,14.25,Very Low,"Minimal cyclone history within 200 km. Only 30 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313205,RAJASTHAN,UDAIPUR,24.72,74.08,20,50.0,0.0556953942833571,3.401360544217687,33.333333333333336,1.0756014387361872,13.3,Very Low,"Minimal cyclone history within 200 km. Only 20 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313206,RAJASTHAN,UDAIPUR,24.86,74.02,24,45.0,0.0616306888280355,4.081632653061225,30.0,1.1902251241184962,12.43,Very Low,"Minimal cyclone history within 200 km. Only 24 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313207,RAJASTHAN,RAJSAMAND,25.02,74.21,23,45.0,0.0384458346269865,3.91156462585034,30.0,0.742474230953729,12.25,Very Low,"Minimal cyclone history within 200 km. Only 23 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313211,RAJASTHAN,RAJSAMAND,24.92,74.09,24,45.0,0.0505048432550401,4.081632653061225,30.0,0.9753604003931,12.38,Very Low,"Minimal cyclone history within 200 km. Only 24 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313301,RAJASTHAN,RAJSAMAND,24.9282222,73.81,33,50.0,0.1917997237820627,5.612244897959184,33.333333333333336,3.704077536458639,14.84,Very Low,"Minimal cyclone history within 200 km. Only 33 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313321,RAJASTHAN,RAJSAMAND,25.0,73.64,37,50.0,0.1759926996573085,6.292517006802721,33.333333333333336,3.398808885262398,15.03,Low,"Limited cyclone activity in the surrounding region. 37 track points within 200 km, with maximum recorded winds of 50 knots. Occasional exposure to weakening systems is possible."
313322,RAJASTHAN,RAJSAMAND,24.905,73.69,36,50.0,2.7823794505614208,6.122448979591836,33.333333333333336,53.73391065171347,27.55,Low,"Limited cyclone activity in the surrounding region. 36 track points within 200 km, with maximum recorded winds of 50 knots. Occasional exposure to weakening systems is possible."
313323,RAJASTHAN,RAJSAMAND,24.99,73.91,29,45.0,0.0797022723163689,4.931972789115647,30.0,1.539227433023973,12.86,Very Low,"Minimal cyclone history within 200 km. Only 29 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313324,RAJASTHAN,RAJSAMAND,25.075,73.83,32,45.0,0.0806932741282408,5.442176870748299,30.0,1.5583658732550725,13.07,Very Low,"Minimal cyclone history within 200 km. Only 32 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313325,RAJASTHAN,RAJSAMAND,25.035,73.55,39,50.0,0.1074124200532257,6.63265306122449,33.333333333333336,2.0743717686887577,14.84,Very Low,"Minimal cyclone history within 200 km. Only 39 storm track points recorded nearby, with peak winds of 50 knots. This area is largely sheltered from tropical cyclone paths."
313327,RAJASTHAN,RAJSAMAND,25.16,74.02,29,45.0,0.0460806259336993,4.931972789115647,30.0,0.8899189634960875,12.7,Very Low,"Minimal cyclone history within 200 km. Only 29 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313328,RAJASTHAN,RAJSAMAND,25.08,74.1,24,45.0,0.0423629892508872,4.081632653061225,30.0,0.8181231639298376,12.34,Very Low,"Minimal cyclone history within 200 km. Only 24 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313329,RAJASTHAN,RAJSAMAND,25.01729165,74.055,24,45.0,0.0490030828491849,4.081632653061225,30.0,0.9463580802917856,12.37,Very Low,"Minimal cyclone history within 200 km. Only 24 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313330,RAJASTHAN,RAJSAMAND,25.21,73.99,30,45.0,0.0454558496417501,5.1020408163265305,30.0,0.8778531493088342,12.76,Very Low,"Minimal cyclone history within 200 km. Only 30 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
313331,RAJASTHAN,RAJSAMAND,25.5,73.96,35,45.0,0.0407473453099341,5.9523809523809526,30.0,0.7869215004936603,13.08,Very Low,"Minimal cyclone history within 200 km. Only 35 storm track points recorded nearby, with peak winds of 45 knots. This area is largely sheltered from tropical cyclone paths."
